City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Sebinkarahisar,TR,40.2883,38.4236,48.52,68,65,5.61,broken clouds
345,Coihaique,CL,-45.5752,-72.0662,57.81,30,20,3.44,few clouds
346,Griffith,US,41.5284,-87.4237,59.13,89,90,1.99,overcast clouds
347,Cajuru,BR,-21.2753,-47.3042,79.74,57,73,4.7,broken clouds
348,Baghdad,IQ,33.3406,44.4009,86.49,26,100,21.56,overcast clouds
349,Altamira,BR,-3.2033,-52.2064,91.49,55,40,3.44,scattered clouds
350,Marsh Harbour,BS,26.5412,-77.0636,81.01,67,76,23.76,broken clouds
351,Honiara,SB,-9.4333,159.95,77.52,87,63,5.75,broken clouds
352,Saint-Leu,RE,-21.15,55.2833,72.46,91,49,5.12,scattered clouds
353,Plettenberg Bay,ZA,-34.0527,23.3716,59.38,92,1,2.44,clear sky
354,Marzuq,YE,14.4,46.4667,75.72,54,99,8.32,overcast clouds
355,Xixiang,CN,35.1628,112.865,61.48,51,77,5.3,broken clouds
356,Kupang,ID,-10.1667,123.5833,79.83,81,100,6.71,overcast clouds
357,Sompeta,IN,18.9333,84.6,78.1,81,57,3.62,broken clouds
358,Korla,CN,41.7597,86.1469,52.45,28,96,5.17,overcast clouds
359,Te Anau,NZ,-45.4167,167.7167,46.72,92,76,6.96,broken clouds
360,Husavik,IS,66.0449,-17.3389,39.11,93,100,12.57,overcast clouds
361,Santarem,BR,-2.4431,-54.7083,89.73,66,20,9.22,few clouds
362,Chapais,CA,49.7834,-74.8492,49.78,45,100,8.12,overcast clouds
363,Lazaro Cardenas,MX,17.9583,-102.2,83.91,67,5,3.42,clear sky
364,Bambanglipuro,ID,-7.95,110.2833,77.72,90,100,2.84,overcast clouds
365,Diego De Almagro,CL,-26.3667,-70.05,85.95,12,0,14.61,clear sky
366,Ilebo,CD,-4.3167,20.5833,74.82,83,86,2.21,overcast clouds
367,Araucaria,BR,-25.5931,-49.4103,72.91,76,99,8.68,overcast clouds
368,Port-Gentil,GA,-0.7193,8.7815,82.36,78,40,14.97,heavy intensity rain
369,Kamina,CD,-8.7386,24.9906,66.06,95,86,5.97,overcast clouds
370,Jacmel,HT,18.2342,-72.5347,84.51,60,59,7.07,broken clouds
371,Vila,PT,42.0304,-8.1588,53.33,96,100,4.25,overcast clouds
372,Mapiri,BO,-15.25,-68.1667,90.72,40,31,6.02,scattered clouds
373,Aitape,PG,-3.1374,142.3475,79.18,85,42,3.71,scattered clouds
374,Koulikoro,ML,14.0,-7.75,87.46,25,87,11.48,overcast clouds
375,Tres Passos,BR,-27.4556,-53.9319,72.77,77,100,5.32,overcast clouds
376,Hauterive,FR,46.0901,3.4459,58.78,93,69,5.93,broken clouds
377,Machachi,EC,-0.5,-78.5667,65.7,93,59,3.65,light rain
378,Vao,NC,-22.6667,167.4833,70.83,73,20,4.83,few clouds
379,Auki,SB,-8.7676,160.7034,77.14,88,76,3.83,broken clouds
380,Walvis Bay,NA,-22.9575,14.5053,61.75,77,30,10.36,scattered clouds
381,Kodino,RU,63.7198,39.6447,42.1,95,100,7.0,overcast clouds
382,Puro,PH,12.4841,123.3827,80.1,75,83,16.44,broken clouds
383,Yambio,SS,4.5721,28.3955,69.66,93,99,2.89,light rain
384,Longyearbyen,SJ,78.2186,15.6401,16.99,83,42,4.12,scattered clouds
385,Goure,NE,13.9835,10.2704,90.18,11,54,8.52,broken clouds
386,Tansen,NP,27.8673,83.5467,55.6,91,13,2.24,few clouds
387,Trincomalee,LK,8.5711,81.2335,81.0,81,100,8.86,light rain
388,Gondar,ET,12.6,37.4667,59.16,57,55,4.18,broken clouds
389,Aksay,RU,47.26,39.87,45.66,56,0,7.02,clear sky
390,Aginskoye,RU,51.1,114.53,23.05,34,6,3.96,clear sky
391,Gazojak,TM,41.1875,61.4036,52.75,38,100,9.37,overcast clouds
392,Katsuura,JP,35.1333,140.3,59.14,61,48,2.01,scattered clouds
393,Burnie,AU,-41.0667,145.9167,46.92,81,84,9.82,broken clouds
394,Nuuk,GL,64.1835,-51.7216,38.88,64,100,28.01,overcast clouds
395,Ashland,US,40.8167,-82.2665,58.37,80,100,4.14,overcast clouds
396,Cedar City,US,37.6775,-113.0619,54.57,44,1,0.0,clear sky
397,Atherton,GB,53.5237,-2.4935,50.14,85,7,7.09,clear sky
398,Montepuez,MZ,-13.1256,38.9997,78.22,55,49,10.04,scattered clouds
399,Bilma,NE,18.6853,12.9164,86.81,15,10,9.51,clear sky
400,Salihorsk,BY,52.7876,27.5415,47.53,73,34,11.34,scattered clouds
401,Stromness,GB,58.965,-3.296,49.87,86,100,8.99,overcast clouds
402,Kabare,CD,-2.4683,28.8242,62.91,92,98,1.39,light rain
403,Tambopata,PE,-12.7333,-69.1833,94.89,43,40,6.91,scattered clouds
404,Yatou,CN,37.15,122.3833,56.41,89,26,5.17,scattered clouds
405,Toyooka,JP,35.5333,134.8333,58.24,78,100,4.45,light rain
406,Maunabo,PR,18.0072,-65.8993,89.42,71,23,11.61,few clouds
407,Tolaga Bay,NZ,-38.3667,178.3,62.78,83,96,6.64,light rain
408,Nemuro,JP,43.3236,145.575,48.74,73,41,11.52,scattered clouds
409,Kolondieba,ML,11.0882,-6.8926,83.53,57,88,5.3,overcast clouds
410,Iquitos,PE,-3.7481,-73.2472,87.84,66,40,6.91,scattered clouds
411,Nezhinka,RU,51.7676,55.3694,44.76,81,75,11.18,broken clouds
412,Smolenka,RU,52.1352,113.4974,10.47,85,11,0.0,few clouds
413,Key West,US,24.5557,-81.7826,82.4,57,75,19.57,light rain
414,Pundaguitan,PH,6.3711,126.1689,82.63,78,100,8.08,overcast clouds
415,Gazanjyk,TM,39.2446,55.5154,58.23,44,90,7.2,overcast clouds
416,Pecos,US,31.4229,-103.4932,83.3,13,0,10.25,clear sky
417,Bubaque,GW,11.2833,-15.8333,78.69,79,100,6.55,overcast clouds
418,Pisco,PE,-13.7,-76.2167,65.01,82,90,8.05,overcast clouds
419,Saint-Denis,FR,48.9167,2.3333,55.56,89,0,8.05,clear sky
420,Yongchang,CN,30.0381,119.7317,55.58,81,0,0.96,light rain
421,Lodwar,KE,3.1191,35.5973,88.83,35,86,14.79,overcast clouds
422,Vanimo,PG,-2.6741,141.3028,77.38,90,83,3.56,broken clouds
423,Waingapu,ID,-9.6567,120.2641,80.82,80,83,1.97,broken clouds
424,Saint-Pierre,RE,-21.3393,55.4781,73.08,78,0,3.44,clear sky
425,Barranca,PE,-10.75,-77.7667,67.66,71,80,8.16,broken clouds
426,Kutum,SD,14.2,24.6667,78.96,15,19,4.34,few clouds
427,Teya,RU,60.3778,92.6267,18.55,81,100,12.19,overcast clouds
428,Hopkinton,US,41.4612,-71.7776,62.55,98,100,3.49,light rain
429,Jacareacanga,BR,-6.2222,-57.7528,88.25,55,65,2.57,broken clouds
430,Turayf,SA,31.6725,38.6637,71.85,46,75,6.91,broken clouds
431,Verkhoyansk,RU,67.5447,133.385,-13.36,99,44,2.64,scattered clouds
432,Wloclawek,PL,52.6482,19.0678,51.42,52,5,10.92,clear sky
433,Kirensk,RU,57.7853,108.1119,36.79,52,100,9.48,overcast clouds
434,Bagdarin,RU,54.4333,113.6,21.25,66,51,0.54,broken clouds
435,Isiro,CD,2.7739,27.616,67.84,99,96,3.27,moderate rain
436,Artesia,US,33.8658,-118.0831,78.62,84,90,1.01,haze
437,Aquiraz,BR,-3.9014,-38.3911,81.18,66,61,10.42,broken clouds
438,Wardha,IN,20.75,78.6167,68.32,57,61,6.42,broken clouds
439,Berlevag,NO,70.8578,29.0864,38.89,74,82,4.25,broken clouds
440,Babol,IR,36.5513,52.679,57.99,75,70,3.91,broken clouds
441,Gulfport,US,30.3674,-89.0928,62.11,66,90,4.0,overcast clouds
442,Sisimiut,GL,66.9395,-53.6735,35.26,75,100,30.74,overcast clouds
443,Kralendijk,BQ,12.15,-68.2667,81.5,78,100,18.34,overcast clouds
444,Santa Cruz De La Palma,ES,28.6835,-17.7642,69.13,83,5,8.28,clear sky
445,Barcelona,ES,41.3888,2.159,68.54,89,0,1.14,clear sky
446,Atasu,KZ,48.6814,71.6433,36.72,65,88,12.35,overcast clouds
447,Tezu,IN,27.9167,96.1667,66.33,53,1,4.79,clear sky
448,Gizo,SB,-8.103,156.8419,82.2,77,36,5.88,light rain
449,Laiya,PH,13.675,121.3903,80.1,81,52,4.0,broken clouds
450,Oranjemund,NA,-28.55,16.4333,61.84,84,4,9.15,clear sky
451,Emerald,AU,-23.5333,148.1667,80.74,41,42,17.27,scattered clouds
452,Igaracu Do Tiete,BR,-22.5092,-48.5578,89.24,35,62,6.55,broken clouds
453,Puerto Colombia,CO,10.9878,-74.9547,84.29,69,100,8.39,overcast clouds
454,Olafsvik,IS,64.8945,-23.7142,42.93,89,61,18.61,broken clouds
455,Ulladulla,AU,-35.35,150.4667,49.1,74,50,4.63,scattered clouds
456,Mamallapuram,IN,12.6264,80.1722,81.43,81,98,8.46,overcast clouds
457,Garissa,KE,-0.4536,39.6401,85.95,49,70,20.69,broken clouds
458,Nanortalik,GL,60.1432,-45.2371,35.01,73,28,3.15,scattered clouds
459,Vathi,GR,38.4,23.6,61.52,75,99,6.91,overcast clouds
460,Antsohihy,MG,-14.8796,47.9875,77.97,74,13,4.34,few clouds
461,Anton Lizardo,MX,19.05,-95.9833,84.22,61,9,3.31,clear sky
462,Panaba,MX,21.2833,-88.2667,84.65,41,21,13.58,few clouds
463,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,93,95,16.87,overcast clouds
464,Narsaq,GL,60.9167,-46.05,29.21,71,41,3.31,scattered clouds
465,Mount Gambier,AU,-37.8333,140.7667,42.71,93,75,3.44,broken clouds
466,Matara,LK,5.9485,80.5353,76.96,91,98,2.98,overcast clouds
467,Palauig,PH,15.435,119.9045,79.63,75,57,3.24,broken clouds
468,Mount Isa,AU,-20.7333,139.5,78.06,23,98,19.98,overcast clouds
469,Kiama,AU,-34.6833,150.8667,49.48,82,27,4.92,scattered clouds
470,Coquimbo,CL,-29.9533,-71.3436,62.33,72,20,6.91,few clouds
471,Myitkyina,MM,25.3833,97.4,67.06,85,1,2.19,clear sky
472,Henties Bay,NA,-22.116,14.2845,59.86,88,7,6.13,clear sky
473,Havre-Saint-Pierre,CA,50.2334,-63.5986,55.99,35,1,4.61,clear sky
474,Comonfort,MX,20.7167,-100.7667,74.21,37,14,2.37,few clouds
475,Kangaatsiaq,GL,68.3065,-53.4641,30.96,80,100,10.76,overcast clouds
476,Awbari,LY,26.5921,12.7805,74.95,27,1,6.6,clear sky
477,Ayia Marina,GR,37.75,23.5333,62.56,66,97,18.99,overcast clouds
478,Beringovskiy,RU,63.05,179.3167,6.58,94,98,17.78,overcast clouds
479,Cananeia,BR,-25.0147,-47.9267,70.7,92,88,8.81,overcast clouds
480,Astorga,BR,-23.2325,-51.6656,86.4,55,96,5.61,overcast clouds
481,Eyl,SO,7.9803,49.8164,79.23,75,3,12.75,clear sky
482,Miraflores,MX,19.2167,-98.8083,68.65,37,82,4.99,broken clouds
483,Yamada,JP,39.4667,141.95,50.76,81,97,5.66,overcast clouds
484,Nokaneng,BW,-19.6667,22.2667,83.08,35,54,4.85,broken clouds
485,Kousseri,CM,12.0769,15.0306,94.96,15,57,3.44,dust
486,Viedma,AR,-40.8135,-62.9967,59.9,44,76,25.9,broken clouds
487,Zabaykalsk,RU,49.6333,117.3167,22.98,44,2,2.93,clear sky
488,Aktash,RU,50.3,87.7333,20.77,73,100,5.01,overcast clouds
489,Sorland,NO,67.667,12.6934,49.06,93,100,18.16,overcast clouds
490,Bandarban,BD,22.1965,92.2262,72.66,94,76,1.9,broken clouds
491,Cata,RO,46.0833,25.2667,48.0,65,0,4.81,clear sky
492,Green River,US,41.5286,-109.4662,55.18,34,100,5.3,overcast clouds
493,Vostok,RU,46.4856,135.8833,33.48,77,100,2.42,overcast clouds
494,Praya,CV,14.9215,-23.5087,81.14,78,40,16.11,scattered clouds
495,Taungdwingyi,MM,20.0167,95.55,73.67,94,30,5.37,scattered clouds
496,Nautla,MX,20.2167,-96.7833,80.67,57,65,6.98,broken clouds
497,Antalaha,MG,-14.9003,50.2788,73.02,87,12,7.29,light rain
498,Hobyo,SO,5.3505,48.5268,80.82,68,12,14.25,few clouds
499,Acarau,BR,-2.8856,-40.12,85.84,60,59,14.83,broken clouds
500,Mampong,GH,7.0627,-1.4001,76.77,77,90,1.9,overcast clouds
501,Bathsheba,BB,13.2167,-59.5167,86.61,62,20,16.11,few clouds
502,San Luis,AR,-33.295,-66.3356,82.62,41,36,6.53,scattered clouds
503,Acapulco,MX,16.8634,-99.8901,85.82,74,75,5.75,broken clouds
504,Vagay,RU,57.9375,69.0217,26.35,95,100,5.5,light snow
505,Pokosnoye,RU,55.5258,101.0536,35.47,80,100,5.3,overcast clouds
506,General Cepeda,MX,25.3833,-101.45,72.81,17,0,3.0,clear sky
507,Ciudad Guayana,VE,8.3533,-62.6528,89.53,69,54,5.86,broken clouds
508,Sioux Lookout,CA,50.1001,-91.917,48.58,66,75,11.5,broken clouds
509,Abrau-Dyurso,RU,44.69,37.59,47.48,63,0,10.11,clear sky
510,Abashiri,JP,44.0213,144.2697,39.94,77,90,8.9,overcast clouds
511,Gairo,IT,39.8497,9.5047,58.17,76,100,4.0,overcast clouds
512,Cuiluan,CN,47.72,128.648,25.88,51,48,3.49,scattered clouds
513,Cabedelo,BR,-6.9811,-34.8339,86.67,64,29,14.85,scattered clouds
514,Vila Velha,BR,-20.3297,-40.2925,75.15,83,75,12.66,broken clouds
515,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,58,40,11.5,scattered clouds
516,Payo,ID,-3.7508,103.6372,73.36,97,90,1.92,overcast clouds
517,Bijie,CN,27.3125,105.2942,50.74,98,100,4.47,overcast clouds
518,Ellisras,ZA,-23.6649,27.7443,80.13,21,3,6.76,clear sky
519,Mushie,CD,-3.0167,16.9,73.36,86,97,3.06,light rain
520,Kungurtug,RU,50.5994,97.5228,28.02,69,40,2.53,scattered clouds
521,Matsubase,JP,32.65,130.6667,59.81,91,100,5.32,overcast clouds
522,Mugur-Aksy,RU,50.35,90.5,14.88,85,97,5.68,overcast clouds
523,Nata,PA,8.3333,-80.5167,84.07,68,49,9.24,scattered clouds
524,Mizdah,LY,31.4451,12.9801,70.21,40,97,8.05,overcast clouds
525,Corning,US,42.1428,-77.0547,54.86,98,100,5.37,light rain
526,Mahibadhoo,MV,3.7833,72.9667,82.4,72,74,11.45,broken clouds
527,Jamay,MX,20.3,-102.7167,73.13,52,46,2.86,scattered clouds
528,Kyra,RU,49.5776,111.9753,25.47,62,0,1.86,clear sky
529,Dingle,PH,10.9995,122.6711,75.42,92,89,8.1,overcast clouds
530,Ucluelet,CA,48.9329,-125.5528,43.11,54,72,4.18,broken clouds
531,Sangar,RU,63.9242,127.4739,-15.16,98,97,3.89,overcast clouds
532,Ahero,KE,-0.1746,34.9163,71.58,89,100,3.47,light rain
533,Camopi,GF,3.1655,-52.3158,89.13,53,36,5.17,scattered clouds
534,Loralai,PK,30.3705,68.598,59.61,18,0,6.76,clear sky
535,Oleksandrivka,UA,48.9634,32.2349,47.62,62,2,6.85,clear sky
536,Pinos,MX,22.3,-101.5667,64.81,26,0,3.38,clear sky
537,Tshikapa,CD,-6.4167,20.8,76.12,81,73,0.96,broken clouds
538,Iralaya,HN,15.0,-83.2333,80.69,85,100,14.76,overcast clouds
539,Pevek,RU,69.7008,170.3133,-0.15,96,100,9.06,overcast clouds
540,Notse,TG,6.95,1.1667,82.31,67,95,4.16,overcast clouds
541,Millinocket,US,45.6573,-68.7098,53.56,87,90,3.44,overcast clouds
542,Ust-Ishim,RU,57.6935,71.1665,24.93,94,100,6.67,light snow
543,Calvinia,ZA,-31.4707,19.776,73.45,32,20,1.01,few clouds
544,Kudat,MY,6.8837,116.8477,78.73,94,20,0.0,few clouds
545,Najran,SA,17.4924,44.1277,74.05,42,1,6.73,clear sky
546,Rincon De La Victoria,ES,36.7172,-4.2758,72.09,71,94,8.05,overcast clouds
547,Evensk,RU,61.95,159.2333,8.62,74,59,9.84,broken clouds
548,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,80,0,6.71,clear sky
549,Brandon,US,27.9378,-82.2859,75.11,79,75,1.99,broken clouds
550,Santa Isabel,BR,-23.3156,-46.2214,79.9,72,96,5.99,overcast clouds
551,Jiazi,CN,22.8779,116.067,70.65,84,71,9.64,broken clouds
552,Yelbarga,IN,15.6333,76.0167,75.38,79,98,8.5,light rain
553,Pangkalanbuun,ID,-2.6833,111.6167,75.09,94,97,2.19,overcast clouds
554,Quatre Cocos,MU,-20.2078,57.7625,73.51,76,56,7.36,broken clouds
555,San Francisco,US,37.7749,-122.4194,66.11,91,75,3.0,broken clouds
556,Mayna,RU,54.1135,47.6231,44.26,93,72,10.04,broken clouds
557,Dwarka,IN,22.2394,68.9678,81.19,44,46,7.81,scattered clouds
558,Mbarara,UG,-0.608,30.65,62.83,91,85,4.41,overcast clouds
559,Poya,NC,-21.35,165.15,69.85,85,2,2.37,clear sky
560,Kainantu,PG,-6.2887,145.8655,57.2,95,73,1.97,broken clouds
561,Tihuatlan,MX,20.7167,-97.5333,80.83,56,49,3.65,scattered clouds
562,Bitung,ID,1.4451,125.1824,76.05,85,94,5.44,overcast clouds
563,Banda Aceh,ID,5.5577,95.3222,78.78,81,99,3.53,overcast clouds
564,Ossora,RU,59.2353,163.0719,18.39,91,77,5.01,broken clouds
565,Magadan,RU,59.5667,150.8,21.52,65,99,10.6,overcast clouds
566,Torquay,GB,50.4638,-3.5143,52.93,1,60,1.01,broken clouds
567,Sayat,TM,38.7839,63.8803,53.47,30,100,10.6,overcast clouds
568,Severobaykalsk,RU,55.65,109.3167,22.75,75,98,5.1,overcast clouds
569,Buraydah,SA,26.326,43.975,79.25,24,0,10.0,clear sky
570,Mayumba,GA,-3.432,10.6554,77.61,89,97,9.15,light rain
571,Srednekolymsk,RU,67.45,153.6833,-7.96,99,100,4.34,overcast clouds
572,Saint Anthony,US,45.0205,-93.218,55.15,72,8,3.78,clear sky
573,Konstantinovka,RU,49.6167,127.9833,26.37,50,22,8.16,few clouds
574,Khandyga,RU,62.6667,135.6,-6.83,100,100,0.27,overcast clouds
575,Muroto,JP,33.2833,134.15,67.23,70,72,8.99,broken clouds
576,Veydelevka,RU,50.1521,38.4492,44.58,72,3,3.02,clear sky
577,Manzhouli,CN,49.6,117.4333,24.22,38,4,3.22,clear sky
578,Mersing,MY,2.4312,103.8405,76.91,94,78,3.44,broken clouds
579,Chama,CH,47.1821,8.4636,51.76,92,90,0.0,light intensity shower rain
580,Mtambile,TZ,-5.3833,39.7,77.7,78,60,9.35,broken clouds
581,Salvador,SV,13.8333,-88.9167,79.63,63,92,3.47,overcast clouds
582,Asfi,MA,32.2994,-9.2372,66.81,83,25,4.61,scattered clouds
583,Bilibino,RU,68.0546,166.4372,-8.57,99,100,1.7,overcast clouds
584,Aswan,EG,24.0934,32.907,94.3,21,0,10.36,clear sky
585,Uga,NG,5.9358,7.0793,77.59,80,100,1.25,light rain
586,Khasan,RU,42.4308,130.6434,49.39,75,34,5.57,scattered clouds
587,Hrymayliv,UA,49.3321,26.0111,50.49,59,11,18.5,few clouds
588,Vagur,FO,61.4732,-6.8119,47.05,91,100,17.9,overcast clouds
589,Gikongoro,RW,-2.464,29.5739,60.12,90,76,3.22,light rain
590,Sidhi,IN,24.4167,81.8833,66.18,50,9,2.59,clear sky
591,Tefe,BR,-3.3542,-64.7114,89.71,66,75,3.44,broken clouds
592,Jalapa,MX,19.5333,-96.9167,67.96,70,35,5.41,scattered clouds
593,Hay River,CA,60.8156,-115.7999,28.38,86,40,9.22,scattered clouds
594,Billings,US,45.7833,-108.5007,41.92,75,99,4.0,overcast clouds
595,Oranjestad,AW,12.524,-70.027,82.35,74,20,14.97,few clouds
596,Tomaszow Lubelski,PL,50.4477,23.4162,49.14,68,64,9.89,broken clouds
597,Borovoy,RU,55.4333,86.0833,27.25,61,91,7.45,overcast clouds
598,Masumbwe,TZ,-3.6333,32.1833,74.68,53,59,5.06,broken clouds
599,Broken Hill,AU,-31.95,141.4333,51.51,37,88,9.22,overcast clouds
600,Port Hardy,CA,50.6996,-127.4199,42.8,100,20,0.0,few clouds
601,Kalmunai,LK,7.4167,81.8167,79.0,84,78,7.11,broken clouds
602,Qeshm,IR,26.9581,56.2719,78.69,53,0,10.54,clear sky
603,West Bay,KY,19.3667,-81.4167,85.06,67,100,16.67,overcast clouds
604,Zabol,AF,32.25,67.25,50.56,27,0,9.78,clear sky
605,Halifax,CA,44.6453,-63.5724,52.68,78,56,4.0,broken clouds
606,Harboore,DK,56.6175,8.1807,55.0,78,100,24.83,light rain
607,Lagoa Formosa,BR,-18.7786,-46.4075,81.19,48,94,5.28,overcast clouds
608,San Juan,AR,-31.5375,-68.5364,88.74,25,0,22.79,clear sky
609,Chicopee,US,42.1726,-72.5949,61.38,95,90,0.0,moderate rain
610,Flinders,AU,-34.5833,150.8552,54.81,74,20,4.76,few clouds
611,Roma,US,43.2128,-75.4557,56.12,82,89,3.0,overcast clouds
612,The Valley,AI,18.217,-63.0578,87.66,65,20,13.8,few clouds
613,Qaqortoq,GL,60.7167,-46.0333,31.33,76,39,2.48,scattered clouds
614,Chateauroux,FR,46.8167,1.7,55.0,87,99,8.68,overcast clouds
615,Moroni,KM,-11.7022,43.2551,80.6,69,20,9.22,few clouds
616,Aykhal,RU,66.0,111.5,14.29,99,100,6.85,overcast clouds
617,Lintangan,PH,7.2155,121.952,79.84,83,99,3.06,light rain
618,Tarakan,ID,3.3,117.6333,80.4,75,92,1.99,overcast clouds
619,Belaya Gora,RU,68.5333,146.4167,0.43,97,100,4.41,overcast clouds
620,Colares,PT,38.7992,-9.4469,70.32,86,75,3.0,mist
621,Bushehr,IR,28.9684,50.8385,80.69,74,0,4.61,clear sky
622,Whitianga,NZ,-36.8333,175.7,62.02,98,100,13.2,light rain
623,Avon Park,US,27.5959,-81.5062,74.79,71,49,11.18,scattered clouds
624,Lukulu,ZM,-14.3707,23.242,79.84,40,71,6.02,broken clouds
625,Oktyabrskoye,RU,43.0645,44.7417,39.34,93,75,8.95,broken clouds
626,Porteirinha,BR,-15.7433,-43.0283,90.23,32,57,9.69,light rain
627,Kaputa,ZM,-8.4689,29.6619,76.08,63,45,4.74,scattered clouds
628,Tautira,PF,-17.7333,-149.15,78.82,76,50,15.97,light rain
629,Pangnirtung,CA,66.1451,-65.7125,37.4,81,90,16.11,moderate rain
630,Karratha,AU,-20.7377,116.8463,72.61,68,0,7.7,clear sky
631,Luwuk,ID,-0.9516,122.7875,77.13,87,92,2.84,overcast clouds
632,Babu,CN,24.4167,111.5167,65.17,90,100,1.57,overcast clouds
633,Blythe,US,33.6103,-114.5964,85.44,16,0,6.51,clear sky
634,Hervey Bay,AU,-25.2986,152.8535,75.31,87,52,7.27,broken clouds
635,Chifeng,CN,42.2683,118.9636,36.97,97,100,5.21,overcast clouds
636,Mutare,ZW,-18.9707,32.6709,71.42,44,12,5.21,few clouds
637,Komsomolskiy,UZ,40.4272,71.7189,45.32,65,36,6.91,scattered clouds
638,Woodward,US,36.4337,-99.3904,70.47,19,0,11.63,clear sky
639,Pasni,PK,25.2631,63.471,81.21,52,2,7.34,clear sky
640,Haizhou,CN,34.5817,119.1289,57.97,67,0,5.23,clear sky
641,Along,IN,28.1667,94.7667,60.21,78,2,2.1,clear sky
642,Ust-Maya,RU,60.4167,134.5333,-5.35,100,39,1.86,scattered clouds
643,Demba,CD,-5.51,22.2667,70.07,96,98,4.05,overcast clouds
644,Det Udom,TH,14.906,105.0784,76.82,94,80,2.48,broken clouds
645,Kenai,US,60.5544,-151.2583,42.75,81,100,16.04,overcast clouds
646,Araguacu,BR,-12.9306,-49.8264,94.41,32,67,6.06,broken clouds
647,Half Moon Bay,US,37.4636,-122.4286,65.53,89,90,5.75,overcast clouds
648,Mogadouro,PT,41.3403,-6.7119,58.57,75,95,6.6,overcast clouds
649,Bismarck,US,46.8083,-100.7837,46.2,72,99,11.01,overcast clouds
650,Akdepe,TM,42.0551,59.3788,48.29,49,70,6.71,broken clouds
651,Boca Do Acre,BR,-8.7522,-67.3978,97.23,32,30,3.56,scattered clouds
652,Jacobabad,PK,28.281,68.4388,77.68,14,0,0.94,clear sky
653,Nouadhibou,MR,20.931,-17.0347,71.58,78,3,17.27,clear sky
654,Ardakan,IR,32.31,54.0175,68.38,26,4,4.65,clear sky
655,Humberto De Campos,BR,-2.5983,-43.4611,86.68,58,55,8.21,broken clouds
656,Pontes E Lacerda,BR,-15.2261,-59.3353,97.3,33,35,3.31,scattered clouds
657,Mnogovershinnyy,RU,53.9353,139.9242,21.33,70,85,9.1,overcast clouds
658,Gurupa,BR,-1.405,-51.64,85.14,64,93,2.84,overcast clouds
659,Mariara,VE,10.2964,-67.7181,79.41,72,89,1.54,light rain
660,Emba,KZ,48.8264,58.1442,43.3,78,65,8.52,broken clouds
661,Linqing,CN,36.8456,115.7117,58.15,58,100,1.19,overcast clouds
662,Kununurra,AU,-15.7667,128.7333,82.63,64,73,4.99,broken clouds
663,Moron,AR,-34.6534,-58.6198,92.01,50,1,3.0,clear sky
664,Beaverlodge,CA,55.2166,-119.4361,29.55,45,1,7.25,clear sky
665,Guiyang,CN,26.5833,106.7167,54.09,94,90,2.24,overcast clouds
666,Lianzhou,CN,24.7811,112.3825,64.11,90,99,2.24,light rain
667,Faya,SA,18.3851,42.4509,66.72,37,41,9.71,scattered clouds
668,Ilo,PE,-17.6394,-71.3375,67.06,68,90,6.91,overcast clouds
669,Labrea,BR,-7.2586,-64.7981,93.0,44,67,2.04,broken clouds
670,Zelenogorskiy,RU,55.0333,87.0,25.68,69,51,4.25,broken clouds
671,Amarante Do Maranhao,BR,-5.5667,-46.7422,88.75,46,98,6.6,overcast clouds
672,General Bravo,MX,25.8,-99.1667,82.2,20,0,5.93,clear sky
673,Pandan,PH,14.0453,124.1694,80.74,71,90,13.47,overcast clouds
674,Dovers,VC,12.8833,-61.1833,83.79,69,52,11.7,broken clouds
675,Ukiah,US,39.1502,-123.2078,63.52,89,100,5.61,overcast clouds
676,Ippy,CF,6.2679,21.2247,73.94,84,100,1.77,overcast clouds
677,Alta Floresta,BR,-9.8756,-56.0861,91.22,58,20,4.61,few clouds
678,Lokosovo,RU,61.1333,74.8167,11.14,96,25,5.37,scattered clouds
679,Tailai,CN,46.3833,123.4,34.77,36,100,15.7,overcast clouds
680,Galle,LK,6.0367,80.217,77.68,89,88,4.14,overcast clouds
681,Rio Grande,BR,-32.035,-52.0986,80.71,73,66,19.73,broken clouds
682,General Roca,AR,-39.0333,-67.5833,69.62,18,100,13.42,overcast clouds
683,Basco,PH,20.4487,121.9702,80.65,67,14,17.36,few clouds
684,Tazovskiy,RU,67.4667,78.7,12.51,94,100,14.23,light snow
685,Naples,IT,40.8333,14.25,65.14,74,75,1.01,broken clouds
686,Kushmurun,KZ,52.4503,64.6311,39.87,89,100,21.18,overcast clouds
687,Shahrud,IR,36.4182,54.9763,53.06,49,41,6.31,scattered clouds
688,Vohibinany,MG,-17.35,49.0333,69.89,99,74,1.07,broken clouds
689,Yenagoa,NG,4.9247,6.2642,77.94,90,100,4.54,light rain
690,Hovd,MN,48.0056,91.6419,35.08,51,75,5.86,broken clouds
691,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.27,60,8,7.76,clear sky
692,Harper,LR,4.375,-7.7169,77.97,85,100,7.09,moderate rain
693,La Grande,US,45.3246,-118.0877,45.59,61,18,4.34,few clouds
694,Skibbereen,IE,51.55,-9.2667,49.8,75,93,22.46,overcast clouds
